,dag_job_id,pid,vm,@version,rank,bsend,site,syscw,type,wf_label,bwrite,exe,rchar,threads,utime,syscr,@timestamp,xformation,wf_uuid,task_id,hostname,brecv,procs,event,iowait,wchar,bread,ts,stime,condor_job_id,rss
1106,sassena_ID0000005,24438,688396,1,7,0,local-slurm,500,kickstart,refinement-20180718T211501Z,327680,/usr/bin/pegasus-monitor,7190111,5,164.26,2774,2018-07-18T21:30:14.885Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.44,2344377,2076672,1531949413.846853,115.15,10507.0,37240
1107,sassena_ID0000005,11637,706572,1,0,0,local-slurm,443,kickstart,refinement-20180718T211501Z,606208,/usr/bin/pegasus-monitor,10149991,7,174.54,3129,2018-07-18T21:30:44.792Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-0,0,2,kickstart.inv.online,0.48,777859,9760768,1531949443.876041,134.63,10507.0,41320
1108,sassena_ID0000005,23922,688160,1,15,0,local-slurm,245,kickstart,refinement-20180718T211501Z,380928,/usr/bin/pegasus-monitor,9113874,5,173.17,3494,2018-07-18T21:31:34.888Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-3,0,2,kickstart.inv.online,0.24,64067,417792,1531949492.553686,186.3,10507.0,37416
1109,sassena_ID0000005,11645,688120,1,3,0,local-slurm,601,kickstart,refinement-20180718T211501Z,323584,/usr/bin/pegasus-monitor,9224687,5,193.37,3513,2018-07-18T21:31:34.887Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-0,0,2,kickstart.inv.online,0.46,2600569,3866624,1531949493.888975,165.66,10507.0,36892
1110,sassena_ID0000005,24433,688176,1,4,0,local-slurm,346,kickstart,refinement-20180718T211501Z,311296,/usr/bin/pegasus-monitor,10921574,5,199.96,3749,2018-07-18T21:31:34.886Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.45,575037,7991296,1531949493.846249,159.21,10507.0,37144
1111,sassena_ID0000005,24438,688396,1,7,0,local-slurm,527,kickstart,refinement-20180718T211501Z,344064,/usr/bin/pegasus-monitor,8392767,5,193.08,3219,2018-07-18T21:31:04.875Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.44,2353178,2076672,1531949463.846797,136.32,10507.0,37240
1112,sassena_ID0000005,23913,688600,1,12,0,local-slurm,236,kickstart,refinement-20180718T211501Z,356352,/usr/bin/pegasus-monitor,10199498,5,162.87,3451,2018-07-18T21:31:04.776Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-3,0,2,kickstart.inv.online,0.26,86257,5922816,1531949462.526651,166.65,10507.0,37536
1113,sassena_ID0000005,24433,688176,1,4,0,local-slurm,351,kickstart,refinement-20180718T211501Z,327680,/usr/bin/pegasus-monitor,11162110,5,205.82,3838,2018-07-18T21:31:44.861Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.45,576794,7991296,1531949503.846334,163.33,10507.0,37144
1114,sassena_ID0000005,24437,688012,1,6,0,local-slurm,345,kickstart,refinement-20180718T211501Z,323584,/usr/bin/pegasus-monitor,9335757,5,217.66,3608,2018-07-18T21:31:44.864Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.45,549385,3182592,1531949503.846386,151.73,10507.0,37392
1115,sassena_ID0000005,23917,688048,1,14,0,local-slurm,241,kickstart,refinement-20180718T211501Z,344064,/usr/bin/pegasus-monitor,8854217,5,183.47,3410,2018-07-18T21:31:24.884Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-3,0,2,kickstart.inv.online,0.25,62382,8085504,1531949482.537058,165.29,10507.0,37304
