,exe,task_id,bwrite,bsend,dag_job_id,wf_label,hostname,stime,xformation,rss,event,procs,iowait,@version,condor_job_id,syscr,type,wf_uuid,threads,syscw,rchar,site,vm,pid,ts,bread,rank,@timestamp,utime,brecv,wchar
897,/var/lib/condor/execute/dir_15896/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000022,193761280,0,individuals_wrapper_ID0000022,1000genome-20180627T215441Z,workers1-0,9.55,individuals_wrapper,22768,kickstart.inv.online,5,0.04,1,6598.0,23540,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,505103,97458135,condorpool,299236,25437,1530137759.324906,0,0,2018-06-27T22:16:00.153Z,80.29,0,82809277
898,/var/lib/condor/execute/dir_15896/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000022,64991232,0,individuals_wrapper_ID0000022,1000genome-20180627T215441Z,workers1-0,3.18,individuals_wrapper,22768,kickstart.inv.online,5,0.01,1,6598.0,22401,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,165666,91873607,condorpool,299236,25437,1530137699.32483,0,0,2018-06-27T22:15:00.134Z,26.73,0,27245939
899,/var/lib/condor/execute/dir_17878/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000002,352407552,0,individuals_wrapper_ID0000002,1000genome-20180627T215441Z,workers1-2,18.0,individuals_wrapper,22556,kickstart.inv.online,5,0.13,1,6596.0,5254,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,984391,23918179,condorpool,299252,31152,1530137781.878837,0,0,2018-06-27T22:16:23.154Z,151.77,0,164647208
900,/var/lib/condor/execute/dir_7662/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000001,314888192,0,individuals_wrapper_ID0000001,1000genome-20180627T215441Z,workers1-0,10.43,individuals_wrapper,22152,kickstart.inv.online,5,0.05,1,6597.0,2001,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,551807,9376648,condorpool,299248,19613,1530137763.387413,0,0,2018-06-27T22:16:04.217Z,89.48,0,89748444
901,/var/lib/condor/execute/dir_17878/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000002,220020736,0,individuals_wrapper_ID0000002,1000genome-20180627T215441Z,workers1-2,11.65,individuals_wrapper,22556,kickstart.inv.online,5,0.07,1,6596.0,4092,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,629462,18149276,condorpool,299252,31152,1530137721.878791,0,0,2018-06-27T22:15:23.155Z,98.13,0,105032028
902,/var/lib/condor/execute/dir_7662/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000001,249520128,0,individuals_wrapper_ID0000001,1000genome-20180627T215441Z,workers1-0,7.19,individuals_wrapper,22152,kickstart.inv.online,5,0.03,1,6597.0,1437,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,385483,6627390,condorpool,299248,19613,1530137733.387287,0,0,2018-06-27T22:15:34.200Z,62.72,0,62733923
903,/var/lib/condor/execute/dir_7662/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000001,182448128,0,individuals_wrapper_ID0000001,1000genome-20180627T215441Z,workers1-0,3.13,individuals_wrapper,22152,kickstart.inv.online,5,0.01,1,6597.0,687,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,162305,2974019,condorpool,299248,19613,1530137693.387284,0,0,2018-06-27T22:14:54.203Z,26.76,0,26602915
904,/var/lib/condor/execute/dir_7662/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000001,363282432,0,individuals_wrapper_ID0000001,1000genome-20180627T215441Z,workers1-0,12.5,individuals_wrapper,22152,kickstart.inv.online,5,0.07,1,6597.0,2379,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,662621,11225876,condorpool,299248,19613,1530137783.387572,0,0,2018-06-27T22:16:24.200Z,107.4,0,107683408
905,/var/lib/condor/execute/dir_14260/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000013,486621184,0,individuals_wrapper_ID0000013,1000genome-20180627T215441Z,workers1-2,20.41,individuals_wrapper,22316,kickstart.inv.online,5,0.13,1,6595.0,3752,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,1087235,18079222,condorpool,299248,26815,1530137797.362687,0,0,2018-06-27T22:16:38.639Z,169.28,0,178871482
906,/var/lib/condor/execute/dir_14260/pegasus-4.9.0panorama/bin/pegasus-monitor,ID0000013,643891200,0,individuals_wrapper_ID0000013,1000genome-20180627T215441Z,workers1-2,27.77,individuals_wrapper,22316,kickstart.inv.online,5,0.19,1,6595.0,5107,kickstart,7dc85a61-0e02-4d18-add5-600052ace052,6,1494847,24801440,condorpool,299248,26815,1530137867.362601,0,0,2018-06-27T22:17:48.638Z,231.94,0,246346770
